n,win_rate,avg_net_pct,total_pct,max_dd_pct,sharpe,tp_rate,sl_rate,timeout_rate,rally_lb,rally_thr,rsi_thr,tp_pct,sl_pct,hold_bars,symbol
59,62.71,-0.0904,-5.764,-10.41,-1.223,54.2,6.8,39.0,4,1.0,65,1.0,4.0,6,LINKUSDT
51,66.67,-0.1852,-9.657,-13.362,-2.157,64.7,9.8,25.5,4,1.0,65,1.0,4.0,12,LINKUSDT
46,73.91,-0.2052,-9.768,-11.978,-2.087,73.9,15.2,10.9,4,1.0,65,1.0,4.0,24,LINKUSDT
68,47.06,-0.1669,-11.224,-14.039,-2.521,29.4,35.3,35.3,4,1.0,65,1.5,1.5,6,LINKUSDT
67,59.7,0.0239,0.944,-6.822,0.325,49.3,38.8,11.9,4,1.0,65,1.5,1.5,12,LINKUSDT
66,54.55,-0.0336,-2.915,-9.426,-0.43,54.5,45.5,0.0,4,1.0,65,1.5,1.5,24,LINKUSDT
58,55.17,0.0518,2.528,-7.798,0.75,34.5,12.1,53.4,4,1.0,65,1.5,2.5,6,LINKUSDT
55,67.27,0.1091,5.401,-10.683,1.278,56.4,21.8,21.8,4,1.0,65,1.5,2.5,12,LINKUSDT
52,65.38,0.0084,-0.446,-12.071,0.088,63.5,30.8,5.8,4,1.0,65,1.5,2.5,24,LINKUSDT
57,56.14,-0.0295,-2.347,-8.961,-0.364,35.1,7.0,57.9,4,1.0,65,1.5,4.0,6,LINKUSDT
49,65.31,-0.0215,-1.858,-12.166,-0.226,51.0,10.2,38.8,4,1.0,65,1.5,4.0,12,LINKUSDT
43,65.12,-0.101,-5.155,-14.993,-0.928,60.5,14.0,25.6,4,1.0,65,1.5,4.0,24,LINKUSDT
66,40.91,-0.2256,-14.41,-17.656,-3.072,19.7,40.9,39.4,4,1.0,65,2.0,1.5,6,LINKUSDT
65,53.85,0.0536,2.643,-7.941,0.625,41.5,44.6,13.8,4,1.0,65,2.0,1.5,12,LINKUSDT
64,48.44,0.018,0.183,-10.08,0.198,46.9,51.6,1.6,4,1.0,65,2.0,1.5,24,LINKUSDT
55,49.09,-0.0634,-3.973,-9.648,-0.844,18.2,12.7,69.1,4,1.0,65,2.0,2.5,6,LINKUSDT
52,57.69,0.0142,-0.208,-10.243,0.142,44.2,26.9,28.8,4,1.0,65,2.0,2.5,12,LINKUSDT
49,57.14,-0.0562,-3.824,-11.799,-0.497,53.1,38.8,8.2,4,1.0,65,2.0,2.5,24,LINKUSDT
55,50.91,-0.1438,-8.299,-12.206,-1.675,18.2,7.3,74.5,4,1.0,65,2.0,4.0,6,LINKUSDT
46,54.35,-0.2276,-10.859,-16.386,-2.085,37.0,13.0,50.0,4,1.0,65,2.0,4.0,12,LINKUSDT
41,58.54,-0.1879,-8.573,-14.574,-1.464,51.2,19.5,29.3,4,1.0,65,2.0,4.0,24,LINKUSDT
65,40.0,-0.286,-17.52,-22.184,-3.89,6.2,41.5,52.3,4,1.0,65,3.0,1.5,6,LINKUSDT
62,51.61,0.1458,8.329,-6.463,1.522,16.1,45.2,38.7,4,1.0,65,3.0,1.5,12,LINKUSDT
58,39.66,0.0381,0.961,-10.118,0.349,31.0,56.9,12.1,4,1.0,65,3.0,1.5,24,LINKUSDT
54,48.15,-0.1628,-8.899,-14.35,-2.25,3.7,13.0,83.3,4,1.0,65,3.0,2.5,6,LINKUSDT
49,55.1,0.0322,0.567,-10.801,0.303,16.3,26.5,57.1,4,1.0,65,3.0,2.5,12,LINKUSDT
46,50.0,0.052,0.951,-15.134,0.396,39.1,41.3,19.6,4,1.0,65,3.0,2.5,24,LINKUSDT
54,50.0,-0.2337,-12.485,-17.028,-2.794,3.7,7.4,88.9,4,1.0,65,3.0,4.0,6,LINKUSDT
44,52.27,-0.223,-10.371,-16.352,-1.893,15.9,13.6,70.5,4,1.0,65,3.0,4.0,12,LINKUSDT
39,53.85,0.0186,-0.823,-13.735,0.126,38.5,17.9,43.6,4,1.0,65,3.0,4.0,24,LINKUSDT
38,57.89,-0.1456,-5.636,-8.705,-2.372,57.9,34.2,7.9,4,1.0,70,1.0,1.5,6,LINKUSDT
37,59.46,-0.1835,-6.832,-9.862,-2.856,59.5,40.5,0.0,4,1.0,70,1.0,1.5,12,LINKUSDT
37,59.46,-0.1835,-6.832,-9.862,-2.856,59.5,40.5,0.0,4,1.0,70,1.0,1.5,24,LINKUSDT
34,64.71,-0.0263,-1.168,-5.269,-0.395,64.7,11.8,23.5,4,1.0,70,1.0,2.5,6,LINKUSDT
31,67.74,-0.118,-3.919,-9.192,-1.537,67.7,22.6,9.7,4,1.0,70,1.0,2.5,12,LINKUSDT
30,73.33,-0.0457,-1.691,-7.908,-0.589,73.3,23.3,3.3,4,1.0,70,1.0,2.5,24,LINKUSDT
32,62.5,-0.0715,-2.556,-6.398,-1.003,62.5,3.1,34.4,4,1.0,70,1.0,4.0,6,LINKUSDT
27,70.37,-0.1221,-3.597,-9.265,-1.432,70.4,7.4,22.2,4,1.0,70,1.0,4.0,12,LINKUSDT
27,81.48,-0.0114,-0.755,-9.151,-0.12,81.5,14.8,3.7,4,1.0,70,1.0,4.0,24,LINKUSDT
36,55.56,0.103,3.443,-4.984,1.472,47.2,30.6,22.2,4,1.0,70,1.5,1.5,6,LINKUSDT
35,60.0,0.13,4.257,-6.853,1.69,60.0,40.0,0.0,4,1.0,70,1.5,1.5,12,LINKUSDT
35,60.0,0.13,4.257,-6.853,1.69,60.0,40.0,0.0,4,1.0,70,1.5,1.5,24,LINKUSDT
33,60.61,0.1658,5.243,-5.269,2.16,51.5,12.1,36.4,4,1.0,70,1.5,2.5,6,LINKUSDT
30,66.67,0.1837,5.2,-8.742,2.061,66.7,23.3,10.0,4,1.0,70,1.5,2.5,12,LINKUSDT
29,72.41,0.2862,8.173,-7.451,3.183,72.4,24.1,3.4,4,1.0,70,1.5,2.5,24,LINKUSDT
31,58.06,0.1202,3.404,-6.398,1.479,51.6,3.2,45.2,4,1.0,70,1.5,4.0,6,LINKUSDT
26,69.23,0.1546,3.632,-9.265,1.6,65.4,7.7,26.9,4,1.0,70,1.5,4.0,12,LINKUSDT
26,80.77,0.3111,7.83,-8.7,2.944,76.9,15.4,7.7,4,1.0,70,1.5,4.0,24,LINKUSDT
36,52.78,0.1559,5.333,-4.984,1.967,36.1,33.3,30.6,4,1.0,70,2.0,1.5,6,LINKUSDT
34,52.94,0.1355,4.194,-6.394,1.515,44.1,47.1,8.8,4,1.0,70,2.0,1.5,12,LINKUSDT
34,52.94,0.1402,4.35,-6.394,1.553,50.0,47.1,2.9,4,1.0,70,2.0,1.5,24,LINKUSDT
33,57.58,0.2656,8.682,-5.269,3.154,39.4,12.1,48.5,4,1.0,70,2.0,2.5,6,LINKUSDT
29,58.62,0.0947,2.175,-8.291,0.897,48.3,31.0,20.7,4,1.0,70,2.0,2.5,12,LINKUSDT
28,60.71,0.1576,3.889,-7.772,1.466,57.1,32.1,10.7,4,1.0,70,2.0,2.5,24,LINKUSDT
31,54.84,0.2104,6.259,-6.398,2.382,38.7,3.2,58.1,4,1.0,70,2.0,4.0,6,LINKUSDT
25,60.0,-0.0557,-1.996,-9.265,-0.48,44.0,12.0,44.0,4,1.0,70,2.0,4.0,12,LINKUSDT
25,76.0,0.3522,8.391,-8.25,2.799,68.0,20.0,12.0,4,1.0,70,2.0,4.0,24,LINKUSDT
36,50.0,0.1435,4.8,-5.103,1.684,13.9,33.3,52.8,4,1.0,70,3.0,1.5,6,LINKUSDT
33,48.48,0.1781,5.419,-7.147,1.788,18.2,48.5,33.3,4,1.0,70,3.0,1.5,12,LINKUSDT
32,46.88,0.2811,8.608,-7.731,2.512,37.5,53.1,9.4,4,1.0,70,3.0,1.5,24,LINKUSDT
33,54.55,0.2273,7.264,-5.269,2.54,15.2,12.1,72.7,4,1.0,70,3.0,2.5,6,LINKUSDT
28,50.0,-0.1283,-4.153,-9.538,-1.142,14.3,35.7,50.0,4,1.0,70,3.0,2.5,12,LINKUSDT
27,55.56,0.1318,2.748,-10.108,1.005,40.7,40.7,18.5,4,1.0,70,3.0,2.5,24,LINKUSDT
31,51.61,0.1572,4.491,-6.398,1.713,12.9,3.2,83.9,4,1.0,70,3.0,4.0,6,LINKUSDT
25,56.0,-0.0824,-2.829,-9.265,-0.621,20.0,16.0,64.0,4,1.0,70,3.0,4.0,12,LINKUSDT
25,72.0,0.4784,11.518,-7.349,3.193,48.0,24.0,28.0,4,1.0,70,3.0,4.0,24,LINKUSDT
83,55.42,-0.2171,-16.979,-20.176,-3.564,50.6,36.1,13.3,4,1.5,55,1.0,1.5,6,LINKUSDT
81,56.79,-0.2233,-17.067,-21.272,-3.504,55.6,40.7,3.7,4,1.5,55,1.0,1.5,12,LINKUSDT
79,59.49,-0.1827,-13.966,-20.595,-2.843,59.5,40.5,0.0,4,1.5,55,1.0,1.5,24,LINKUSDT
76,60.53,-0.2436,-17.559,-19.924,-3.294,55.3,19.7,25.0,4,1.5,55,1.0,2.5,6,LINKUSDT
73,63.01,-0.3153,-21.281,-23.251,-3.919,60.3,26.0,13.7,4,1.5,55,1.0,2.5,12,LINKUSDT
69,65.22,-0.3408,-21.712,-27.015,-4.008,65.2,31.9,2.9,4,1.5,55,1.0,2.5,24,LINKUSDT
69,59.42,-0.3358,-21.471,-23.113,-3.888,55.1,10.1,34.8,4,1.5,55,1.0,4.0,6,LINKUSDT
65,67.69,-0.3437,-20.925,-27.407,-3.615,63.1,12.3,24.6,4,1.5,55,1.0,4.0,12,LINKUSDT
61,70.49,-0.5009,-27.418,-30.93,-4.501,70.5,23.0,6.6,4,1.5,55,1.0,4.0,24,LINKUSDT
76,46.05,-0.2523,-18.017,-19.136,-3.648,34.2,39.5,26.3,4,1.5,55,1.5,1.5,6,LINKUSDT
74,47.3,-0.2312,-16.418,-17.515,-3.002,45.9,50.0,4.1,4,1.5,55,1.5,1.5,12,LINKUSDT
72,50.0,-0.17,-12.246,-14.534,-2.165,50.0,50.0,0.0,4,1.5,55,1.5,1.5,24,LINKUSDT
71,49.3,-0.3881,-24.843,-27.516,-4.556,36.6,25.4,38.0,4,1.5,55,1.5,2.5,6,LINKUSDT
68,51.47,-0.4431,-26.924,-29.803,-4.596,48.5,35.3,16.2,4,1.5,55,1.5,2.5,12,LINKUSDT
64,51.56,-0.5095,-28.756,-30.705,-5.027,51.6,42.2,6.2,4,1.5,55,1.5,2.5,24,LINKUSDT
64,46.88,-0.4706,-26.842,-28.506,-4.971,35.9,10.9,53.1,4,1.5,55,1.5,4.0,6,LINKUSDT
58,56.9,-0.4089,-22.091,-26.793,-3.883,44.8,13.8,41.4,4,1.5,55,1.5,4.0,12,LINKUSDT
53,56.6,-0.6379,-29.85,-33.054,-5.12,54.7,26.4,18.9,4,1.5,55,1.5,4.0,24,LINKUSDT
73,38.36,-0.316,-21.212,-22.484,-4.248,20.5,42.5,37.0,4,1.5,55,2.0,1.5,6,LINKUSDT
69,42.03,-0.2429,-16.229,-17.61,-2.837,33.3,55.1,11.6,4,1.5,55,2.0,1.5,12,LINKUSDT
67,43.28,-0.162,-11.188,-14.793,-1.792,41.8,56.7,1.5,4,1.5,55,2.0,1.5,24,LINKUSDT
65,40.0,-0.5168,-29.26,-30.292,-5.842,20.0,26.2,53.8,4,1.5,55,2.0,2.5,6,LINKUSDT
61,44.26,-0.5225,-28.195,-29.782,-5.127,31.1,37.7,31.1,4,1.5,55,2.0,2.5,12,LINKUSDT
56,41.07,-0.6794,-32.612,-34.079,-6.075,39.3,50.0,10.7,4,1.5,55,2.0,2.5,24,LINKUSDT
61,37.7,-0.6365,-33.031,-33.067,-6.33,19.7,13.1,67.2,4,1.5,55,2.0,4.0,6,LINKUSDT
54,50.0,-0.5104,-25.156,-29.109,-4.405,33.3,16.7,50.0,4,1.5,55,2.0,4.0,12,LINKUSDT
49,46.94,-0.8061,-33.89,-37.168,-5.866,44.9,30.6,24.5,4,1.5,55,2.0,4.0,24,LINKUSDT
73,34.25,-0.4437,-28.241,-29.995,-6.036,4.1,45.2,50.7,4,1.5,55,3.0,1.5,6,LINKUSDT
67,35.82,-0.2954,-18.878,-22.04,-3.111,16.4,59.7,23.9,4,1.5,55,3.0,1.5,12,LINKUSDT
64,37.5,-0.1134,-8.244,-18.09,-1.055,28.1,62.5,9.4,4,1.5,55,3.0,1.5,24,LINKUSDT
65,36.92,-0.6529,-35.249,-36.194,-7.604,3.1,27.7,69.2,4,1.5,55,3.0,2.5,6,LINKUSDT
59,38.98,-0.6628,-33.258,-34.103,-6.304,11.9,40.7,47.5,4,1.5,55,3.0,2.5,12,LINKUSDT
52,32.69,-0.7097,-32.029,-33.955,-5.524,28.8,55.8,15.4,4,1.5,55,3.0,2.5,24,LINKUSDT
61,36.07,-0.6805,-34.81,-34.845,-6.808,3.3,13.1,83.6,4,1.5,55,3.0,4.0,6,LINKUSDT
52,48.08,-0.4725,-22.994,-27.334,-3.78,17.3,17.3,65.4,4,1.5,55,3.0,4.0,12,LINKUSDT
45,44.44,-0.6519,-26.981,-32.157,-4.191,31.1,33.3,35.6,4,1.5,55,3.0,4.0,24,LINKUSDT
69,52.17,-0.2588,-16.778,-17.386,-4.199,50.7,37.7,11.6,4,1.5,60,1.0,1.5,6,LINKUSDT
67,55.22,-0.2771,-17.387,-17.824,-4.322,53.7,43.3,3.0,4,1.5,60,1.0,1.5,12,LINKUSDT
66,57.58,-0.2306,-14.568,-17.824,-3.566,57.6,42.4,0.0,4,1.5,60,1.0,1.5,24,LINKUSDT
63,58.73,-0.2484,-15.039,-16.791,-3.375,55.6,19.0,25.4,4,1.5,60,1.0,2.5,6,LINKUSDT
61,62.3,-0.2721,-15.905,-17.33,-3.451,60.7,24.6,14.8,4,1.5,60,1.0,2.5,12,LINKUSDT
58,65.52,-0.3214,-17.666,-20.004,-3.809,65.5,31.0,3.4,4,1.5,60,1.0,2.5,24,LINKUSDT
58,58.62,-0.2593,-14.549,-15.617,-3.305,53.4,6.9,39.7,4,1.5,60,1.0,4.0,6,LINKUSDT
56,67.86,-0.1829,-10.452,-15.533,-2.106,64.3,8.9,26.8,4,1.5,60,1.0,4.0,12,LINKUSDT
53,73.58,-0.2953,-15.392,-18.817,-2.88,73.6,17.0,9.4,4,1.5,60,1.0,4.0,24,LINKUSDT
64,42.19,-0.3015,-18.047,-17.749,-4.294,34.4,42.2,23.4,4,1.5,60,1.5,1.5,6,LINKUSDT
63,46.03,-0.2786,-16.676,-15.261,-3.672,42.9,50.8,6.3,4,1.5,60,1.5,1.5,12,LINKUSDT
62,48.39,-0.1959,-12.056,-11.788,-2.516,48.4,50.0,1.6,4,1.5,60,1.5,1.5,24,LINKUSDT
59,49.15,-0.3393,-18.805,-21.651,-4.011,37.3,23.7,39.0,4,1.5,60,1.5,2.5,6,LINKUSDT
57,52.63,-0.3358,-18.199,-20.376,-3.604,47.4,31.6,21.1,4,1.5,60,1.5,2.5,12,LINKUSDT
54,53.7,-0.3777,-19.286,-20.45,-3.789,53.7,38.9,7.4,4,1.5,60,1.5,2.5,24,LINKUSDT
54,48.15,-0.3884,-19.623,-21.409,-4.268,35.2,9.3,55.6,4,1.5,60,1.5,4.0,6,LINKUSDT
51,56.86,-0.2721,-13.802,-17.927,-2.707,45.1,11.8,43.1,4,1.5,60,1.5,4.0,12,LINKUSDT
47,59.57,-0.3793,-17.366,-20.091,-3.22,57.4,21.3,21.3,4,1.5,60,1.5,4.0,24,LINKUSDT
62,38.71,-0.3135,-18.209,-18.427,-4.205,19.4,43.5,37.1,4,1.5,60,2.0,1.5,6,LINKUSDT
60,41.67,-0.2475,-14.49,-16.327,-2.925,35.0,53.3,11.7,4,1.5,60,2.0,1.5,12,LINKUSDT
58,43.1,-0.1454,-8.873,-12.151,-1.621,41.4,55.2,3.4,4,1.5,60,2.0,1.5,24,LINKUSDT
54,42.59,-0.4554,-22.435,-23.47,-5.219,18.5,24.1,57.4,4,1.5,60,2.0,2.5,6,LINKUSDT
51,45.1,-0.3949,-19.032,-19.806,-3.969,33.3,33.3,33.3,4,1.5,60,2.0,2.5,12,LINKUSDT
47,38.3,-0.703,-28.961,-29.236,-6.42,38.3,48.9,12.8,4,1.5,60,2.0,2.5,24,LINKUSDT
51,41.18,-0.541,-24.866,-24.811,-5.483,19.6,11.8,68.6,4,1.5,60,2.0,4.0,6,LINKUSDT
47,48.94,-0.388,-17.62,-20.971,-3.432,36.2,14.9,48.9,4,1.5,60,2.0,4.0,12,LINKUSDT
42,45.24,-0.6987,-26.502,-28.868,-5.328,42.9,26.2,31.0,4,1.5,60,2.0,4.0,24,LINKUSDT
62,33.87,-0.4635,-25.481,-26.029,-6.316,4.8,46.8,48.4,4,1.5,60,3.0,1.5,6,LINKUSDT
58,34.48,-0.3427,-18.794,-19.615,-3.696,15.5,58.6,25.9,4,1.5,60,3.0,1.5,12,LINKUSDT
55,34.55,-0.1939,-11.117,-19.549,-1.841,25.5,63.6,10.9,4,1.5,60,3.0,1.5,24,LINKUSDT
54,38.89,-0.6187,-28.979,-29.268,-7.346,3.7,25.9,70.4,4,1.5,60,3.0,2.5,6,LINKUSDT
49,38.78,-0.623,-27.036,-26.411,-6.237,8.2,36.7,55.1,4,1.5,60,3.0,2.5,12,LINKUSDT
44,31.82,-0.7039,-27.66,-26.683,-5.548,27.3,54.5,18.2,4,1.5,60,3.0,2.5,24,LINKUSDT
51,39.22,-0.6238,-27.954,-27.224,-6.489,3.9,11.8,84.3,4,1.5,60,3.0,4.0,6,LINKUSDT
45,46.67,-0.4402,-18.956,-21.879,-3.718,11.1,15.6,73.3,4,1.5,60,3.0,4.0,12,LINKUSDT
40,42.5,-0.52,-20.181,-22.781,-3.442,32.5,27.5,40.0,4,1.5,60,3.0,4.0,24,LINKUSDT
51,52.94,-0.2346,-11.595,-17.015,-3.855,49.0,37.3,13.7,4,1.5,65,1.0,1.5,6,LINKUSDT
51,60.78,-0.1809,-9.162,-14.224,-2.868,56.9,39.2,3.9,4,1.5,65,1.0,1.5,12,LINKUSDT
50,58.0,-0.22,-10.77,-14.956,-3.406,58.0,42.0,0.0,4,1.5,65,1.0,1.5,24,LINKUSDT
46,63.04,-0.1087,-5.262,-11.914,-1.581,56.5,15.2,28.3,4,1.5,65,1.0,2.5,6,LINKUSDT
45,68.89,-0.0739,-3.713,-10.579,-0.998,66.7,20.0,13.3,4,1.5,65,1.0,2.5,12,LINKUSDT
43,67.44,-0.2347,-10.094,-13.953,-2.864,67.4,27.9,4.7,4,1.5,65,1.0,2.5,24,LINKUSDT
44,65.91,-0.1115,-5.251,-12.375,-1.445,56.8,6.8,36.4,4,1.5,65,1.0,4.0,6,LINKUSDT
43,72.09,-0.0787,-3.885,-10.369,-0.925,69.8,9.3,20.9,4,1.5,65,1.0,4.0,12,LINKUSDT
40,77.5,-0.1543,-6.671,-10.45,-1.561,77.5,15.0,7.5,4,1.5,65,1.0,4.0,24,LINKUSDT
48,45.83,-0.2496,-11.663,-13.813,-3.67,29.2,39.6,31.2,4,1.5,65,1.5,1.5,6,LINKUSDT
48,54.17,-0.1627,-7.969,-11.273,-2.181,43.8,45.8,10.4,4,1.5,65,1.5,1.5,12,LINKUSDT
47,48.94,-0.2019,-9.543,-11.673,-2.572,48.9,51.1,0.0,4,1.5,65,1.5,1.5,24,LINKUSDT
43,55.81,-0.1642,-7.289,-12.223,-2.065,34.9,18.6,46.5,4,1.5,65,1.5,2.5,6,LINKUSDT
42,61.9,-0.0838,-4.056,-10.239,-0.935,52.4,26.2,21.4,4,1.5,65,1.5,2.5,12,LINKUSDT
40,57.5,-0.2896,-11.61,-15.157,-2.891,57.5,37.5,5.0,4,1.5,65,1.5,2.5,24,LINKUSDT
41,58.54,-0.1348,-5.923,-10.93,-1.547,36.6,7.3,56.1,4,1.5,65,1.5,4.0,6,LINKUSDT
39,64.1,-0.0371,-2.09,-8.166,-0.388,51.3,10.3,38.5,4,1.5,65,1.5,4.0,12,LINKUSDT
35,62.86,-0.1662,-6.378,-9.465,-1.529,60.0,14.3,25.7,4,1.5,65,1.5,4.0,24,LINKUSDT
47,40.43,-0.2705,-12.391,-15.776,-3.559,21.3,44.7,34.0,4,1.5,65,2.0,1.5,6,LINKUSDT
47,48.94,-0.1404,-6.975,-12.177,-1.644,36.2,51.1,12.8,4,1.5,65,2.0,1.5,12,LINKUSDT
46,43.48,-0.1584,-7.667,-10.08,-1.755,41.3,56.5,2.2,4,1.5,65,2.0,1.5,24,LINKUSDT
40,47.5,-0.2877,-11.362,-14.951,-3.368,20.0,20.0,60.0,4,1.5,65,2.0,2.5,6,LINKUSDT
39,53.85,-0.1599,-6.731,-12.514,-1.587,38.5,30.8,30.8,4,1.5,65,2.0,2.5,12,LINKUSDT
37,45.95,-0.4696,-16.707,-19.985,-4.168,43.2,45.9,10.8,4,1.5,65,2.0,2.5,24,LINKUSDT
39,51.28,-0.249,-9.82,-13.472,-2.696,20.5,7.7,71.8,4,1.5,65,2.0,4.0,6,LINKUSDT
37,56.76,-0.1307,-5.507,-10.876,-1.19,37.8,13.5,48.6,4,1.5,65,2.0,4.0,12,LINKUSDT
33,54.55,-0.3539,-11.946,-14.781,-2.736,48.5,21.2,30.3,4,1.5,65,2.0,4.0,24,LINKUSDT
47,38.3,-0.3858,-16.987,-18.768,-5.34,4.3,44.7,51.1,4,1.5,65,3.0,1.5,6,LINKUSDT
45,44.44,-0.1502,-7.204,-12.402,-1.608,13.3,53.3,33.3,4,1.5,65,3.0,1.5,12,LINKUSDT
42,33.33,-0.2676,-11.397,-15.041,-2.54,26.2,66.7,7.1,4,1.5,65,3.0,1.5,24,LINKUSDT
40,45.0,-0.4057,-15.429,-17.403,-4.936,5.0,20.0,75.0,4,1.5,65,3.0,2.5,6,LINKUSDT
37,48.65,-0.333,-12.246,-17.4,-3.231,10.8,32.4,56.8,4,1.5,65,3.0,2.5,12,LINKUSDT
34,38.24,-0.4617,-15.505,-19.75,-3.449,35.3,52.9,11.8,4,1.5,65,3.0,2.5,24,LINKUSDT
39,48.72,-0.3547,-13.446,-15.466,-3.949,5.1,7.7,87.2,4,1.5,65,3.0,4.0,6,LINKUSDT
35,54.29,-0.2153,-8.062,-12.443,-1.862,11.4,14.3,74.3,4,1.5,65,3.0,4.0,12,LINKUSDT
30,50.0,-0.2207,-7.563,-9.943,-1.476,36.7,20.0,43.3,4,1.5,65,3.0,4.0,24,LINKUSDT
32,62.5,-0.0671,-2.343,-7.427,-1.087,62.5,34.4,3.1,4,1.5,70,1.0,1.5,6,LINKUSDT
32,62.5,-0.1075,-3.611,-7.513,-1.697,62.5,37.5,0.0,4,1.5,70,1.0,1.5,12,LINKUSDT
32,62.5,-0.1075,-3.611,-7.513,-1.697,62.5,37.5,0.0,4,1.5,70,1.0,1.5,24,LINKUSDT
30,70.0,0.0393,0.924,-5.269,0.573,70.0,13.3,16.7,4,1.5,70,1.0,2.5,6,LINKUSDT
29,72.41,0.058,1.425,-5.269,0.822,72.4,17.2,10.3,4,1.5,70,1.0,2.5,12,LINKUSDT
29,75.86,0.0448,1.006,-5.382,0.601,75.9,20.7,3.4,4,1.5,70,1.0,2.5,24,LINKUSDT
28,71.43,0.0384,0.793,-6.398,0.518,71.4,3.6,25.0,4,1.5,70,1.0,4.0,6,LINKUSDT
27,77.78,0.0952,2.269,-4.536,1.18,77.8,7.4,14.8,4,1.5,70,1.0,4.0,12,LINKUSDT
27,85.19,0.0893,1.993,-7.404,0.96,85.2,14.8,0.0,4,1.5,70,1.0,4.0,24,LINKUSDT
30,56.67,0.0496,1.203,-5.902,0.682,46.7,36.7,16.7,4,1.5,70,1.5,1.5,6,LINKUSDT
30,56.67,0.03,0.569,-8.076,0.386,56.7,43.3,0.0,4,1.5,70,1.5,1.5,12,LINKUSDT
30,56.67,0.03,0.569,-8.076,0.386,56.7,43.3,0.0,4,1.5,70,1.5,1.5,24,LINKUSDT
28,64.29,0.111,2.78,-6.469,1.321,53.6,17.9,28.6,4,1.5,70,1.5,2.5,6,LINKUSDT
27,66.67,0.2045,5.267,-6.238,2.326,66.7,22.2,11.1,4,1.5,70,1.5,2.5,12,LINKUSDT
27,70.37,0.2088,5.352,-7.451,2.273,70.4,25.9,3.7,4,1.5,70,1.5,2.5,24,LINKUSDT
26,65.38,0.1297,3.048,-6.398,1.481,53.8,3.8,42.3,4,1.5,70,1.5,4.0,6,LINKUSDT
25,72.0,0.2924,7.142,-4.944,3.141,68.0,8.0,24.0,4,1.5,70,1.5,4.0,12,LINKUSDT
25,80.0,0.2706,6.421,-8.695,2.524,76.0,16.0,8.0,4,1.5,70,1.5,4.0,24,LINKUSDT
30,53.33,0.063,1.542,-5.902,0.778,33.3,40.0,26.7,4,1.5,70,2.0,1.5,6,LINKUSDT
29,48.28,-0.0201,-1.004,-8.076,-0.224,41.4,51.7,6.9,4,1.5,70,2.0,1.5,12,LINKUSDT
29,48.28,-0.0305,-1.303,-8.209,-0.339,44.8,51.7,3.4,4,1.5,70,2.0,1.5,24,LINKUSDT
28,60.71,0.1929,5.099,-6.008,2.125,39.3,17.9,42.9,4,1.5,70,2.0,2.5,6,LINKUSDT
26,57.69,0.0675,1.239,-7.772,0.645,46.2,30.8,23.1,4,1.5,70,2.0,2.5,12,LINKUSDT
26,57.69,0.0289,0.189,-7.772,0.266,53.8,34.6,11.5,4,1.5,70,2.0,2.5,24,LINKUSDT
26,61.54,0.1987,4.856,-6.398,2.119,38.5,3.8,57.7,4,1.5,70,2.0,4.0,6,LINKUSDT
24,62.5,0.079,1.323,-8.96,0.69,45.8,12.5,41.7,4,1.5,70,2.0,4.0,12,LINKUSDT
24,75.0,0.2909,6.449,-8.245,2.283,66.7,20.8,12.5,4,1.5,70,2.0,4.0,24,LINKUSDT
30,50.0,0.0462,0.981,-6.65,0.533,13.3,40.0,46.7,4,1.5,70,3.0,1.5,6,LINKUSDT
28,42.86,0.0107,-0.211,-8.076,0.107,17.9,53.6,28.6,4,1.5,70,3.0,1.5,12,LINKUSDT
28,42.86,0.0777,1.582,-8.262,0.712,32.1,57.1,10.7,4,1.5,70,3.0,1.5,24,LINKUSDT
28,57.14,0.146,3.686,-6.756,1.531,14.3,17.9,67.9,4,1.5,70,3.0,2.5,6,LINKUSDT
25,48.0,-0.2233,-5.963,-9.538,-2.02,16.0,36.0,48.0,4,1.5,70,3.0,2.5,12,LINKUSDT
24,50.0,-0.0247,-1.386,-10.108,-0.182,41.7,45.8,12.5,4,1.5,70,3.0,2.5,24,LINKUSDT
26,57.69,0.1334,3.069,-6.398,1.383,11.5,3.8,84.6,4,1.5,70,3.0,4.0,6,LINKUSDT
24,58.33,0.023,-0.21,-7.139,0.175,20.8,16.7,62.5,4,1.5,70,3.0,4.0,12,LINKUSDT
24,70.83,0.4866,11.205,-7.344,3.182,50.0,25.0,25.0,4,1.5,70,3.0,4.0,24,LINKUSDT
41,60.98,-0.0666,-2.954,-7.275,-1.12,56.1,31.7,12.2,4,2.5,55,1.0,1.5,6,LINKUSDT
41,63.41,-0.1094,-4.67,-10.521,-1.754,58.5,36.6,4.9,4,2.5,55,1.0,1.5,12,LINKUSDT
40,60.0,-0.17,-6.861,-11.285,-2.652,60.0,40.0,0.0,4,2.5,55,1.0,1.5,24,LINKUSDT
36,69.44,0.0072,-0.069,-9.464,0.102,63.9,16.7,19.4,4,2.5,55,1.0,2.5,6,LINKUSDT
36,72.22,-0.1431,-5.422,-14.0,-1.798,66.7,25.0,8.3,4,2.5,55,1.0,2.5,12,LINKUSDT
34,67.65,-0.2586,-8.827,-15.87,-3.102,67.6,29.4,2.9,4,2.5,55,1.0,2.5,24,LINKUSDT
35,71.43,-0.0188,-1.088,-10.091,-0.229,65.7,8.6,25.7,4,2.5,55,1.0,4.0,6,LINKUSDT
